model,price,transmission,miles_per_gallaon,fuel,year,cubic_capacity,milage,color,type,age,car_brand,car_model
5.0 V8 Auto Euro 5 2dr Coupe,22995,Automatic,23.0,Petrol,2011,5000.0,55000,Silver,Coupe,13,Jaguar, XKR
3.0d V6 S 4dr Auto Saloon,15700,Automatic,51.4,Diesel,2016,3000.0,59085,Black,Saloon,8,Jaguar, XF
4.2 V8 Auto Euro 4 2dr Convertible,17995,Automatic,23.0,Petrol,2009,4200.0,62000,Blue,Convertible,15,Jaguar, XKR
5.0 XKR,20888,Automatic,23.0,Petrol,2011,5000.0,64000,Grey,Coupe,13,Jaguar, XKR
2.0 D180 R-Sport SUV 5dr Diesel Manual AWD Euro 6 (s/s) (180 ps) Full Leather,16000,Manual,54.3,Diesel,2016,1999.0,64586,Red,SUV,8,Jaguar, F-PACE
2.0d R-Dynamic S 5dr Auto SUV,19100,Automatic,50.4,Diesel,2018,2000.0,47380,White,SUV,6,Jaguar, E-PACE
3.0d V6 S 5dr Auto AWD SUV,22495,Automatic,47.1,Diesel,2016,3000.0,54000,Red,SUV,8,Jaguar, F-PACE
D180 R-Dynamic SE AWD SUV,19490,Automatic,39.2,Diesel,2019,1999.0,56624,Blue,SUV,5,Jaguar, E-PACE
3.0 V6 Supercharged Portfolio 4dr Auto Saloon,16995,Automatic,28.3,Petrol,2013,2995.0,61000,Black,Saloon,11,Jaguar, XJ
3.0 D V6 PORTFOLIO 4d AUTO 275 BHP Saloon,15800,Automatic,39.8,Diesel,2014,3000.0,62088,Orange,Saloon,10,Jaguar, XJ
4.2 V8 Auto Euro 4 2dr Convertible,15995,Automatic,25.0,Petrol,2006,4200.0,72000,Gold,Convertible,18,Jaguar, XK
4.2 Convertible 2dr Petrol Automatic (279 g/km 300 bhp) Convertible,16995,Automatic,24.7,Petrol,2004,4200.0,74000,Black,Convertible,20,Jaguar, XK8
5.0 V8 2dr Auto Convertible,17995,Automatic,25.2,Petrol,2010,5000.0,74000,Silver,Convertible,14,Jaguar, XK
5.0 V8 Auto Euro 5 2dr Convertible,16795,Automatic,25.2,Petrol,2010,5000.0,82000,Blue,Convertible,14,Jaguar, XK
5.0 V8 SUPER LWB 4d 510 BHP Saloon,16695,Automatic,23.4,Petrol,2012,5000.0,88000,Silver,Saloon,12,Jaguar, XJ
3.0d V6 S 5DR AUTOMATIC AWD/ULEZ FREE/FULL JAG HISTORY/ SAT/NAV/HUGE SPEC / Estate,17989,Automatic,47.1,Diesel,2016,2993.0,99000,Silver,Estate,8,Jaguar, F-PACE
4.2 S Convertible 2dr Petrol Automatic (304 g/km 400 bhp) Convertible,15995,Automatic,22.6,Petrol,2005,4200.0,115000,Blue,Convertible,19,Jaguar, XKR
2.0 D150 R-Dynamic S AWD SUV,23890,Automatic,39.2,Diesel,2020,1999.0,22789,Grey,SUV,4,Jaguar, E-PACE
2.0 (250) Portfolio AWD Saloon,15750,Automatic,41.5,Petrol,2017,2000.0,38765,RED,Saloon,7,Jaguar, XE
2.0 R-Dynamic SE Estate,22750,Automatic,36.7,Petrol,2018,2000.0,54545,SILVER,Estate,6,Jaguar, E-PACE
2.0d R-Sport 5dr Auto AWD SUV,20843,Automatic,53.3,Diesel,2016,2000.0,43616,Grey,SUV,8,Jaguar, F-PACE
2.0 R-Sport AWD Estate,23500,Automatic,38.2,Petrol,2018,2000.0,44299,BLUE,Estate,6,Jaguar, F-PACE
3.0 V6 S AWD 5d AUTO 300 BHP 4X4,20970,Automatic,47.1,Diesel,2016,3000.0,45854,Red,4X4,8,Jaguar, F-PACE
3.0d V6 S 4dr Auto Saloon,15657,Automatic,51.4,Diesel,2016,3000.0,53384,Grey,Saloon,8,Jaguar, XF
2.0 D180 Portfolio SUV 5dr Diesel Auto AWD Euro 6 (s/s) (180 ps) ST Style Pack,18400,Automatic,53.3,Diesel,2016,1999.0,56438,Silver,SUV,8,Jaguar, F-PACE
3.0 Supercharged V6 S 5dr Auto AWD SUV,21990,Automatic,31.7,Petrol,2016,3000.0,69700,Black,SUV,8,Jaguar, F-PACE
5.0 V8 Portfolio Auto Euro 5 2dr Convertible,21995,Automatic,25.2,Petrol,2010,5000.0,47000,Black,Convertible,14,Jaguar, XK
3.0 V6 S Convertible 2dr Petrol Auto Euro 5 (s/s) (380 ps) Convertible,21810,Automatic,31.0,Petrol,2013,2995.0,54865,Black,Convertible,11,Jaguar, F-TYPE
3.0 S 4d 335 BHP Saloon,19995,Automatic,34.9,Petrol,2016,2995.0,11709,BLUE,Saloon,8,Jaguar, XE
2.0 R-DYNAMIC S 5d 148 BHP Estate,22500,Manual,53.3,Diesel,2018,1999.0,14879,RED,Estate,6,Jaguar, E-PACE
3.0d V6 Premium Luxury Auto Euro 5 (s/s) 4dr Saloon,15995,Automatic,47.0,Diesel,2014,2993.0,15000,Silver,Saloon,10,Jaguar, XF
2.0 D150 R-Dynamic S SUV 5dr Diesel Manual Euro 6 (s/s) (150 ps) SUV,21990,Manual,53.3,Diesel,2019,1999.0,15832,Caesium Blue,SUV,5,Jaguar, E-PACE
Xf Estate,24998,Automatic,37.7,Petrol,2019,1997.0,16911,BLACK,Estate,5,Jaguar, XF
2.0 R-SPORT 4d 198 BHP Saloon,20000,Automatic,34.0,Petrol,2019,1997.0,17000,RED,Saloon,5,Jaguar, XE
2.0L R-SPORT 4d AUTO 178 BHP Saloon,17995,Automatic,67.3,Diesel,2016,1999.0,18000,RED,Saloon,8,Jaguar, XE
2.0 D150 R-Dynamic S SUV 5dr Auto AWD Euro 6 (s/s) (150 ps) Estate,22995,Automatic,50.4,Diesel,2018,1999.0,18000,GREY,Estate,6,Jaguar, E-PACE
2.0 GTDi R-Sport Auto Euro 6 (s/s) 4dr Saloon,19245,Automatic,37.7,Petrol,2016,1999.0,18950,Blue,Saloon,8,Jaguar, XE
2.0d SE 5dr Auto Estate,23991,Automatic,50.4,Diesel,2018,1999.0,19000,Grey,Estate,6,Jaguar, E-PACE
3.0d V6 S Portfolio 4dr Auto [Start Stop] Saloon,18975,Automatic,47.0,Diesel,2015,3000.0,19260,Black,Saloon,9,Jaguar, XF
2.0 R-DYNAMIC S 4d 247 BHP Saloon,23995,Automatic,36.2,Petrol,2019,1997.0,19862,RED,Saloon,5,Jaguar, XE
2.0d R-Dynamic S 5dr 2WD Estate,19995,Manual,53.3,Diesel,2018,1999.0,20000,Red,Estate,6,Jaguar, E-PACE
2.0 PORTFOLIO AWD 5DR Automatic Estate,24995,Automatic,46.3,Diesel,2019,1999.0,21650,Red,Estate,5,Jaguar, F-PACE
2.0 D180 R-Dynamic S Auto Euro 6 (s/s) 4dr Saloon,21990,Automatic,50.4,Diesel,2019,1999.0,22000,Red,Saloon,5,Jaguar, XE
2.0d [180] R-Sport 4dr Auto Saloon,19490,Automatic,48.7,Diesel,2018,2000.0,22100,Black,Saloon,6,Jaguar, XE
2.0d R-Sport Saloon 4dr Diesel Auto Euro 6 (s/s) (180 ps) Saloon,18490,Automatic,67.3,Diesel,2018,1999.0,22198,Corris Grey,Saloon,6,Jaguar, XE
Estate,24999,Manual,41.5,Diesel,2020,2000.0,22837,White,Estate,4,Jaguar, E-PACE
Saloon,16990,Automatic,44.8,Petrol,2017,2000.0,23000,Red,Saloon,7,Jaguar, XE
3.0d V6 S Saloon 4dr Diesel Auto Euro 6 (s/s) (300 ps) Saloon,20495,Automatic,51.4,Diesel,2016,2993.0,23000,Red,Saloon,8,Jaguar, XF
Xe Saloon,21998,Automatic,48.7,Diesel,2018,1999.0,23184,WHITE,Saloon,6,Jaguar, XE
2.0 R-SPORT AUTOMATIC 4d 198 BHP Saloon,18995,Automatic,34.0,Petrol,2019,1997.0,23683,RED,Saloon,5,Jaguar, XE
2.0 R-SPORT 4d 178 BHP Saloon,16495,Automatic,60.6,Diesel,2017,1999.0,24000,WHITE,Saloon,7,Jaguar, XE
2.0 P250i R-Dynamic S Saloon,21495,Automatic,36.2,Petrol,2019,1997.0,24000,White,Saloon,5,Jaguar, XE
2.0 R-DYNAMIC S 5d 198 BHP Estate,24500,Automatic,30.1,Petrol,2020,1997.0,24056,BLUE,Estate,4,Jaguar, E-PACE
2.0 SE 5d 246 BHP Estate,24999,Automatic,36.7,Petrol,2018,1997.0,24695,GREY,Estate,6,Jaguar, E-PACE
2.0 R-SPORT 4d 247 BHP Saloon,16995,Automatic,41.5,Petrol,2018,1997.0,25000,WHITE,Saloon,6,Jaguar, XF
2.0 D180 R-Sport Auto AWD Euro 6 (s/s) 5dr SUV,24495,Automatic,53.3,Diesel,2016,1999.0,25000,Grey,SUV,8,Jaguar, F-PACE
2.0d Portfolio Saloon 4dr Diesel Auto AWD Euro 6 (s/s) (240 ps) Saloon,17990,Automatic,54.3,Diesel,2017,1999.0,25050,Black,Saloon,7,Jaguar, XE
Xf Saloon,21998,Automatic,65.7,Diesel,2018,1999.0,25121,WHITE,Saloon,6,Jaguar, XF
2.0 R-DYNAMIC S 5d 148 BHP Estate,21995,Automatic,47.1,Diesel,2019,1999.0,26000,WHITE,Estate,5,Jaguar, E-PACE
Xe Saloon,21998,Automatic,34.0,Petrol,2019,1997.0,26379,SILVER,Saloon,5,Jaguar, XE
2.0 D180 Portfolio Auto AWD Euro 6 (s/s) 5dr SUV,21580,Automatic,53.3,Diesel,2016,1999.0,26705,Bronze,SUV,8,Jaguar, F-PACE
2.0 d Portfolio Saloon,17495,Automatic,54.3,Diesel,2017,1999.0,27000,Black,Saloon,7,Jaguar, XE
4.2 V8 Convertible,21950,Automatic,25.0,Petrol,2006,4196.0,27000,Blue,Convertible,18,Jaguar, XK
2.0 R-SPORT INGENIUM 4d 198 BHP Saloon,17695,Automatic,44.8,Petrol,2017,1997.0,27017,BLUE,Saloon,7,Jaguar, XE
3.0d V6 R-Sport Auto Euro 6 (s/s) 4dr Saloon,24780,Automatic,49.6,Diesel,2017,2993.0,27436,Black,Saloon,7,Jaguar, XJ
2.0d 5dr Estate,19000,Manual,48.7,Diesel,2019,1999.0,27568,Silver,Estate,5,Jaguar, E-PACE
Estate,23000,Automatic,47.1,Diesel,2018,1999.0,28000,White,Estate,6,Jaguar, E-PACE
Signature 5.0 V8 385 PS Auto Coupe,24995,Automatic,25.2,Petrol,2014,5000.0,28000,Black,Coupe,10,Jaguar, XK
2.2d [200] R-Sport 4dr Auto Saloon,15695,Automatic,52.0,Diesel,2015,2179.0,28113,Black,Saloon,9,Jaguar, XF
Saloon,17999,Automatic,60.1,Diesel,2018,1999.0,28777,Black,Saloon,6,Jaguar, XE
2.0 d Prestige Saloon,15995,Automatic,68.9,Diesel,2016,1999.0,29000,White,Saloon,8,Jaguar, XF
V6 Convertible,23995,Automatic,31.4,Petrol,2013,2995.0,29000,Red,Convertible,11,Jaguar, F-TYPE
2.0 P250 S 4dr Auto Saloon,22490,Automatic,35.8,Petrol,2021,1998.0,29194,SILVER,Saloon,3,Jaguar, XE
3.0 S 4d 335 BHP Saloon,19695,Automatic,34.9,Petrol,2015,2995.0,29548,RED,Saloon,9,Jaguar, XE
PORTFOLIO Saloon,16290,Automatic,67.3,Diesel,2017,1999.0,30000,White,Saloon,7,Jaguar, XE
2.0 Ingenium R-Sport 4dr Auto Saloon,18990,Automatic,34.0,Petrol,2018,2000.0,30044,Black,Saloon,6,Jaguar, XE
2.0 R-SPORT AWD 5d 177 BHP Estate,24995,Automatic,46.3,Diesel,2018,1999.0,30243,BLACK,Estate,6,Jaguar, F-PACE
2.0 R-DYNAMIC 5d 246 BHP Estate,22975,Automatic,36.7,Petrol,2018,1997.0,30627,RED,Estate,6,Jaguar, E-PACE
2.2 D R-SPORT BLACK 4d 200 BHP Saloon,15990,Automatic,52.0,Diesel,2015,2179.0,31000,GREY,Saloon,9,Jaguar, XF
2.0i [250] R-Sport 4dr Auto Saloon,17995,Automatic,41.5,Petrol,2018,1997.0,31000,White,Saloon,6,Jaguar, XF
3.0 D V6 PREMIUM LUXURY L 4d 275 BHP Saloon,18699,Automatic,43.5,Diesel,2014,2993.0,31833,BLUE,Saloon,10,Jaguar, XJ
2.0 R-SPORT 5d 247 BHP Estate,21748,Automatic,41.5,Petrol,2018,1997.0,32840,GREY,Estate,6,Jaguar, XF
2.0 PRESTIGE 5DR Automatic Estate,19995,Automatic,55.4,Diesel,2017,1999.0,34000,Grey,Estate,7,Jaguar, F-PACE
2.0 D150 R-Dynamic S Auto AWD Euro 6 (s/s) 5dr SUV,21999,Automatic,47.1,Diesel,2019,1999.0,34400,White,SUV,5,Jaguar, E-PACE
2.0 R-DYNAMIC S 5d 178 BHP Estate,19500,Manual,48.7,Diesel,2019,1999.0,34451,RED,Estate,5,Jaguar, E-PACE
2.0 LANDMARK 4d 198 BHP Saloon,17720,Automatic,34.5,Petrol,2019,1997.0,34472,BLACK,Saloon,5,Jaguar, XE
CONVERTIBLE Convertible,17950,Automatic,28.3,Petrol,2001,3996.0,35000,Silver,Convertible,23,Jaguar, XK8
PORTFOLIO AWD Estate,19995,Automatic,53.3,Diesel,2016,1999.0,35000,Red,Estate,8,Jaguar, F-PACE
R-DYNAMIC S Saloon,21495,Automatic,36.2,Petrol,2019,1997.0,35000,Grey,Saloon,5,Jaguar, XE
2.0 R-DYNAMIC S 4d 177 BHP Saloon,21495,Automatic,50.4,Diesel,2020,1999.0,35000,RED,Saloon,4,Jaguar, XE
2.0 D180 R-DYNAMIC S AWD AUTO 180 BHP Estate,23449,Automatic,47.1,Diesel,2018,1999.0,35000,BLUE,Estate,6,Jaguar, E-PACE
2.0 D180 R-Dynamic S SUV 5dr Diesel Manual AWD Euro 6 (s/s) (180 ps) SUV,20990,Manual,40.9,Diesel,2020,1999.0,36500,Narvik Black,SUV,4,Jaguar, E-PACE
D PORTFOLIO SPORTBRAKE Estate,16495,Automatic,52.0,Diesel,2014,2179.0,37000,Blue,Estate,10,Jaguar, XF
3.0 V6 S 4d 296 BHP EURO 6 Saloon,18490,Automatic,51.4,Diesel,2016,2993.0,37000,WHITE,Saloon,8,Jaguar, XF
2.0 HSE 5d 178 BHP Estate,23000,Automatic,39.2,Diesel,2020,1999.0,37000,BLUE,Estate,4,Jaguar, E-PACE
2.0d [180] Chequered Flag Edition 5dr Auto -PAN ROOF + 1 OWNER- Estate,24490,Automatic,39.2,Diesel,2019,1999.0,37000,Red,Estate,5,Jaguar, E-PACE
2.0d R-Sport 5dr Auto AWD Estate,24995,Automatic,53.3,Diesel,2018,1999.0,37000,Blue,Estate,6,Jaguar, F-PACE
3.0 V6 S Saloon 4dr Petrol Auto Euro 6 (s/s) (340 ps) Saloon,21795,Automatic,56.5,Petrol,2016,2995.0,37100,Cosmic Black,Saloon,8,Jaguar, XE
2.0 D240 HSE Auto AWD Euro 6 (s/s) 5dr SUV,21950,Automatic,40.9,Diesel,2018,1999.0,37832,Black,SUV,6,Jaguar, E-PACE
2.0 R-DYNAMIC HSE 5d 178 BHP Estate,24990,Automatic,45.6,Diesel,2018,1999.0,38381,GREY,Estate,6,Jaguar, E-PACE
D V6 S Saloon,15995,Automatic,51.4,Diesel,2016,2993.0,39000,Red,Saloon,8,Jaguar, XF
2.0 D180 Prestige Auto AWD Euro 6 (s/s) 5dr SUV,20999,Automatic,53.3,Diesel,2017,1999.0,39400,Bronze,SUV,7,Jaguar, F-PACE
3.0 I PORTFOLIO L 4d 335 BHP Saloon,20990,Automatic,31.0,Petrol,2015,2995.0,39557,BLUE,Saloon,9,Jaguar, XJ
2.0 PORTFOLIO AWD 5d AUTO 177 BHP Estate,24999,Automatic,46.3,Diesel,2019,1999.0,39650,BLACK,Estate,5,Jaguar, F-PACE
2.0 R-SPORT AWD 5d 178 BHP Estate,21670,Automatic,53.3,Diesel,2018,1999.0,39659,BLACK,Estate,6,Jaguar, F-PACE
2.0 CORE 5d 148 BHP Estate,19800,Manual,60.1,Diesel,2018,1999.0,39978,GREY,Estate,6,Jaguar, E-PACE
2.0 R-DYNAMIC S 5d 148 BHP Estate,22995,Automatic,39.2,Diesel,2019,1999.0,40000,BLUE,Estate,5,Jaguar, E-PACE
XKR,17995,Automatic,23.0,Petrol,2006,4196.0,40100,Grey,Coupe,18,Jaguar, XKR
3.0 V6 S Auto Euro 6 (s/s) 4dr Saloon,18499,Automatic,34.9,Petrol,2015,2995.0,40100,Silver,Saloon,9,Jaguar, XE
Saloon,17490,Automatic,51.4,Diesel,2017,2000.0,40463,Black,Saloon,7,Jaguar, XF
HSE Estate,22000,Automatic,47.1,Diesel,2018,1999.0,40500,Blue,Estate,6,Jaguar, E-PACE
R Coupe,19998,Automatic,23.0,Petrol,2009,5000.0,40765,Black,Coupe,15,Jaguar, XK
3.0d V6 Portfolio Saloon 4dr Diesel Auto Euro 6 (s/s) [PAN ROOF] Saloon,21300,Automatic,49.6,Diesel,2016,2993.0,40912,BLACK,Saloon,8,Jaguar, XJ
Saloon,15995,Automatic,67.3,Diesel,2017,1999.0,41000,Grey,Saloon,7,Jaguar, XE
Saloon,15795,Automatic,65.7,Diesel,2016,2000.0,41001,Black,Saloon,8,Jaguar, XF
5.0i V8 Portfolio Auto - WAS 19,18995,Automatic,24.9,Petrol,2012,5000.0,41311,Grey,Saloon,12,Jaguar, XJ
2.0 R-SPORT 4d 178 BHP Saloon,15890,Automatic,60.6,Diesel,2017,1999.0,41364,BLACK,Saloon,7,Jaguar, XE
2.0 S 5d 178 BHP Estate,20149,Automatic,47.1,Diesel,2018,1999.0,41619,BLACK,Estate,6,Jaguar, E-PACE
2.0 D180 R-Dynamic HSE Auto AWD Euro 6 (s/s) 5dr SUV,24000,Automatic,39.2,Diesel,2019,1999.0,41000,Grey,SUV,5,Jaguar, E-PACE
D R-SPORT AWD Saloon,16990,Automatic,42.8,Diesel,2019,1999.0,42000,Red,Saloon,5,Jaguar, XE
2.0 R-DYNAMIC HSE 5d 148 BHP Estate,21985,Automatic,50.4,Diesel,2018,1999.0,42000,BLUE,Estate,6,Jaguar, E-PACE
Xe Saloon,18998,Automatic,60.6,Diesel,2017,1999.0,42062,BLACK,Saloon,7,Jaguar, XE
3.0 S 4d 335 BHP Saloon,19500,Automatic,34.9,Petrol,2016,2995.0,42246,WHITE,Saloon,8,Jaguar, XE
V6 Premium Luxury Auto Euro 6 ss 4d Saloon,16995,Automatic,49.6,Diesel,2015,2993.0,42354,Grey,Saloon,9,Jaguar, XJ
5.0 V8 Auto Euro 5 2dr Coupe,20000,Automatic,23.0,Petrol,2010,5000.0,42500,Other,Coupe,14,Jaguar, XKR
XKR,19995,Automatic,23.0,Petrol,2009,4196.0,42742,Ebony Black,Coupe,15,Jaguar, XKR
3.0 V6 S 2d 380 BHP Coupe,24995,Automatic,31.0,Petrol,2014,2995.0,44000,WHITE,Coupe,10,Jaguar, F-TYPE
Coupe,18995,Automatic,23.0,Petrol,2009,5000.0,44295,Black,Coupe,15,Jaguar, XKR
DIESEL SALOON Saloon,17995,Automatic,51.4,Diesel,2016,2993.0,44588,Black,Saloon,8,Jaguar, XF
2.0 i Turbo Portfolio Saloon,18495,Automatic,41.5,Petrol,2018,1997.0,45000,Silver,Saloon,6,Jaguar, XF
2.0 BLACK PACK 5d 178 BHP Estate,21420,Manual,54.3,Diesel,2018,1999.0,45256,BLUE,Estate,6,Jaguar, E-PACE
2.0 D180 Prestige Auto Euro 6 (s/s) 5dr SUV,21995,Automatic,45.6,Diesel,2019,1999.0,45559,Blue,SUV,5,Jaguar, F-PACE
2.0d R-Sport Saloon 4dr Diesel Auto Euro 6 (s/s) (180 ps) Saloon,15995,Automatic,65.7,Diesel,2017,1999.0,44000,Corris Grey,Saloon,7,Jaguar, XF
Saloon,16000,Automatic,65.7,Diesel,2017,2000.0,44000,Black,Saloon,7,Jaguar, XF
3.0 V6 S Auto Euro 6 (s/s) 4dr Saloon,20995,Automatic,34.0,Petrol,2017,2995.0,44400,Grey,Saloon,7,Jaguar, XF
2.0d [240] R-Sport 5dr Auto AWD -PAN ROOF- Estate,21490,Automatic,48.7,Diesel,2017,1999.0,46000,White,Estate,7,Jaguar, F-PACE
2.0 P300 R-Sport SUV,24980,Automatic,34.4,Petrol,2019,1997.0,46011,Red,SUV,5,Jaguar, F-PACE
3.0 D V6 R-SPORT SPORTBRAKE 5d 240 BHP Estate,15785,Automatic,46.0,Diesel,2014,2993.0,46225,GREY,Estate,10,Jaguar, XF
2.0 R-DYNAMIC S 5d 148 BHP Estate,21995,Automatic,39.2,Diesel,2019,1999.0,46500,WHITE,Estate,5,Jaguar, E-PACE
2.0 S 5d 246 BHP Estate,22000,Automatic,36.7,Petrol,2017,1997.0,46500,BLACK,Estate,7,Jaguar, E-PACE
3.0 S 4d 375 BHP Saloon,20997,Automatic,34.9,Petrol,2017,2995.0,48999,BLACK,Saloon,7,Jaguar, XE
2.0 R-DYNAMIC S 4d 177 BHP Saloon,18990,Automatic,50.4,Diesel,2019,1999.0,49209,RED,Saloon,5,Jaguar, XE
2.0 R-SPORT AWD 5d AUTO 178 BHP Estate,21995,Automatic,53.3,Diesel,2017,1999.0,49250,BLACK,Estate,7,Jaguar, F-PACE
4.2 Supercharged V8 2dr Auto Other,16995,Automatic,23.0,Petrol,2007,4196.0,49376,Silver,Other,17,Jaguar, XKR
3.0 V6 S Saloon 4dr Petrol Auto Euro 6 (s/s) (380 ps) Saloon,20995,Automatic,34.9,Petrol,2017,2995.0,49500,Black,Saloon,7,Jaguar, XE
2.0 R-SPORT 4d 178 BHP Saloon,15500,Automatic,60.6,Diesel,2016,1999.0,49580,BLACK,Saloon,8,Jaguar, XE
D PORTFOLIO AWD 5-Door Estate,19985,Automatic,48.7,Diesel,2017,1999.0,50000,White,Estate,7,Jaguar, XF
2.0 R-SPORT 5d 177 BHP Estate,23245,Automatic,47.9,Diesel,2019,1999.0,50000,WHITE,Estate,5,Jaguar, F-PACE
2.0 D240 R-Sport SUV,23490,Automatic,48.7,Diesel,2018,1999.0,50000,Red,SUV,6,Jaguar, F-PACE
2.0 D180 Portfolio SUV 5dr Diesel Auto AWD Euro 6 (s/s) (180 ps) Estate,23995,Automatic,46.3,Diesel,2018,1999.0,50000,Grey,Estate,6,Jaguar, F-PACE
2.0 PRESTIGE 5d 178 BHP Estate,20000,Automatic,55.4,Diesel,2018,1999.0,50100,BLUE,Estate,6,Jaguar, F-PACE
5.0 V8 Portfolio Coupe 2dr Petrol Auto Euro 5 (385 ps) Coupe,16995,Automatic,25.2,Petrol,2009,5000.0,50800,Ultimate Black,Coupe,15,Jaguar, XK
2.0 PRESTIGE 4d 178 BHP Saloon,15995,Automatic,67.3,Diesel,2016,1999.0,51000,GREEN,Saloon,8,Jaguar, XE
2.0 R-SPORT AWD 5d 178 BHP Estate,22995,Automatic,53.3,Diesel,2018,1999.0,51000,BLACK,Estate,6,Jaguar, F-PACE
2.0 PORTFOLIO AWD 5d 238 BHP Estate,25000,Automatic,42.8,Diesel,2018,1999.0,51087,GREY,Estate,6,Jaguar, F-PACE
5.0 V8 XF,21995,Automatic,25.0,Petrol,2014,5000.0,51500,Polaris White,Saloon,10,Jaguar, XF
4.2 XKR,17791,Automatic,23.0,Petrol,2008,4196.0,51932,GREY,Coupe,16,Jaguar, XKR
3.0 D V6 PORTFOLIO L 4d 275 BHP Saloon,16995,Automatic,43.5,Diesel,2015,2993.0,52000,WHITE,Saloon,9,Jaguar, XJ
2.0 CORE 5d 178 BHP Estate,17500,Automatic,50.4,Diesel,2018,1999.0,49804,BLACK,Estate,6,Jaguar, E-PACE
3.0 D V6 R-SPORT 4d 296 BHP Saloon,21995,Automatic,49.6,Diesel,2017,2993.0,49900,BLACK,Saloon,7,Jaguar, XJ
2.0 R-SPORT AWD 5d 238 BHP Estate,21495,Automatic,48.7,Diesel,2017,1999.0,51834,WHITE,Estate,7,Jaguar, F-PACE
2.0 D240 R-Sport Auto AWD Euro 6 (s/s) 5dr SUV,23990,Automatic,48.7,Diesel,2017,1999.0,52599,Red,SUV,7,Jaguar, F-PACE
R-SPORT Estate,22995,Automatic,47.9,Diesel,2018,1999.0,52600,White,Estate,6,Jaguar, F-PACE
D R-SPORT £5K WORTH OF EXTRAS Estate,16991,Automatic,58.9,Diesel,2017,1999.0,52999,White,Estate,7,Jaguar, XF
Saloon,17990,Automatic,24.9,Petrol,2011,5000.0,53000,Red,Saloon,13,Jaguar, XJ
D V6 S Saloon,18495,Automatic,51.4,Diesel,2016,2993.0,53000,Grey,Saloon,8,Jaguar, XF
Estate,20490,Manual,49.6,Diesel,2019,2000.0,53000,White,Estate,5,Jaguar, F-PACE
ESTATE SPECIAL EDITIONS Estate,24995,Automatic,39.2,Diesel,2019,1999.0,53000,Corris Grey Metallic,Estate,5,Jaguar, E-PACE
2.0d R-Sport 5dr Auto AWD Estate,23590,Automatic,53.3,Diesel,2017,2000.0,53509,Blue,Estate,7,Jaguar, F-PACE
2.0 R-SPORT 4d 198 BHP Saloon,16490,Automatic,34.0,Petrol,2018,1997.0,54000,BLACK,Saloon,6,Jaguar, XE
5.0 XK,16995,Automatic,25.2,Petrol,2010,5000.0,54147,Grey,Coupe,14,Jaguar, XK
2.0 D R-SPORT AWD 4d 177 BHP Saloon,16494,Automatic,42.8,Diesel,2019,1999.0,54341,BLACK,Saloon,5,Jaguar, XE
I XJR,19980,Automatic,24.4,Petrol,2014,5000.0,54737,FIRENZE RED PEARL MET,Saloon,10,Jaguar, XJR
3.0 D V6 AUTOBIOGRAPHY L 4d AUTO 296 BHP Saloon,20995,Automatic,49.6,Diesel,2016,2993.0,54888,BLACK,Saloon,8,Jaguar, XJ
3.0 d V6 Portfolio Saloon,23450,Automatic,49.6,Diesel,2017,2993.0,55000,Black,Saloon,7,Jaguar, XJ
2.0 I R-SPORT AWD 5d 297 BHP Estate,24995,Automatic,36.7,Petrol,2018,1997.0,55000,SILVER,Estate,6,Jaguar, F-PACE
3.0 D V6 PREMIUM LUXURY L Saloon,15995,Automatic,43.5,Diesel,2013,2993.0,55200,Silver,Saloon,11,Jaguar, XJ
PRESTIGE AWD SUV,17990,Automatic,53.3,Diesel,2016,1999.0,56558,Blue,SUV,8,Jaguar, F-PACE
Saloon,17995,Automatic,40.1,Diesel,2012,3000.0,57000,Silver,Saloon,12,Jaguar, XJ
4.0 Supercharged Convertible 2dr Petrol Automatic (340 g/km,18995,Automatic,22.2,Petrol,2001,3996.0,57000,TITANIUM PEARL,Convertible,23,Jaguar, XKR
4.2 XKR,18995,Automatic,22.6,Petrol,2003,4196.0,57000,GREEN,Convertible,21,Jaguar, XKR
5.0 V8 Portfolio Coupe 2dr Petrol Auto Euro 5 (385 ps) Coupe,21995,Automatic,25.2,Petrol,2014,5000.0,57900,Metallic Blue,Coupe,10,Jaguar, XK
DIESEL ESTATE SUV,20750,Automatic,53.3,Diesel,2016,1999.0,58000,Grey,SUV,8,Jaguar, F-PACE
2.0 R-SPORT AWD 5d 238 BHP Estate,20920,Automatic,48.7,Diesel,2018,1999.0,58210,BLACK,Estate,6,Jaguar, F-PACE
2.0d [240] R-Sport 5dr Auto AWD Estate,18490,Automatic,48.7,Diesel,2017,1999.0,58418,Grey,Estate,7,Jaguar, XF
2.0 PORTFOLIO AWD 5d 178 BHP Estate,21995,Automatic,53.3,Diesel,2016,1999.0,58856,BLACK,Estate,8,Jaguar, F-PACE
2.0 PORTFOLIO AWD 5d 178 BHP Estate,20900,Automatic,53.3,Diesel,2017,1999.0,59000,WHITE,Estate,7,Jaguar, F-PACE
2.0i Landmark Saloon 4dr Petrol Auto Euro 6 (s/s) (250 ps) Saloon,17990,Automatic,34.5,Petrol,2019,1997.0,59582,Santorini Black Metallic,Saloon,5,Jaguar, XE
Other,23000,Automatic,53.3,Diesel,2017,1999.0,59824,White,Other,7,Jaguar, F-PACE
